100	mol443	-12.46	COc1nc(-c2cccc(-c3cccc(-c4cnn(C)n4)c3Cl)c2Cl)cnc1CNCC[C@@H]1CCCO1
100	mol114	-12.45	COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC[C@H]1CCCO1
100	mol422	-13.17	COc1nc(-c2cccc(-c3cccc(-c4cnc([C@@H]5CCCO5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@H]1CCC(=O)N1
100	mol25	-13.37	COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCOCC1
100	mol442	-12.56	COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC[C@H]1CCCO1
100	mol210	-13.11	COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@H]5CCCO5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@H]1CCC(=O)N1
100	mol225	-13.12	COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@H]5CCCO5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@H]1CCC(=O)N1
100	mol437	-12.76	COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC[C@H]1CCCO1
100	mol10	-12.8	COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC[C@@H]1CCOC1
100	mol75	-12.63	COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC[C@H]1CCCO1
100	mol284	-12.72	COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC[C@@H]1CCOCO1
100	mol400	-13.26	COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCCC1CCC1
100	mol346	-12.57	COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC[C@H]1CCCO1
100	mol391	-12.6	COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC[C@H]1CCCO1
100	mol273	-12.59	COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC[C@H]1CCCO1
100	mol165	-12.55	COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC[C@H]1CCCO1
100	mol156	-12.55	COc1nc(-c2cccc(-c3cccc(-c4cnc(OC[C@@H]5CCCO5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@@H]1CCC(=O)N1
100	mol481	-13.04	COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@@H]1CCOC1
100	mol203	-12.52	COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC[C@H]1CCCO1
100	mol401	-12.63	COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC[C@H]1CCCO1
100	mol254	-12.56	COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC[C@H]1CCCO1
100	mol84	-13.17	COc1cc(-c2cccc(-c3cccc(-c4cnc(CNCC[C@H]5CCCO5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@H]1CCC(=O)N1
