1000	mol443	-12.54	Cc1cccc(C(=O)Nc2ccc(-c3ccc(C(=O)O)c(C(=O)O)c3)cc2)c1
1000	mol442	-12.58	CN(c1ccc(-c2ccccc2)cc1)c1cccc(C(=O)c2nccn2Cc2ccccc2)c1
1000	mol273	-12.36	COc1ccc(-c2ccc3c(NC(=O)c4cccc(C(=O)O)c4)cccc3c2)cc1NC(=O)c1ccccc1
1000	mol477	-13.15	Cn1cc(-c2cc(Nc3ccnc4cc(-c5ccc(O)cc5)ccc34)ccn2)cn1
1000	mol92	-12.25	COc1cccc(-c2ccc(O)c(C(=O)c3ccc(C(=O)O)cc3)c2)c1
1000	mol348	-12.63	CC(=O)Nc1cccc(-c2ccc(C(=O)O)c(Oc3nccc4ccccc34)c2)c1
1000	mol379	-12.27	Cc1cccc(-c2ccc(C(=O)NCc3ccc(C(=O)O)cc3)c3ccccc23)c1
1000	mol270	-12.68	Cc1ccc(NC(=O)c2cccc(C(C)(C)C)c2)cc1Nc1ncnn2cc(-c3ccc(OC(C)C)cn3)cc2c1=O
1000	mol385	-12.44	COc1ccc(-c2ccc(NC(=O)c3cccc4c(O)cccc34)cc2)cc1
1000	mol179	-12.6	Cc1ccc(NC(=O)c2cccc(-c3ccccc3)c2)cc1NC(=O)c1ccc(CN(C)Cc2ccc(C(=O)O)cc2)cc1
1000	mol345	-12.31	CC(=O)Nc1ccc(Oc2ccc(-c3ccc(C(=O)O)c(NC(=O)c4ccccc4)c3)c(O)c2)cc1
1000	mol377	-12.29	Cc1ccccc1Cc1cccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc(N)cc3)n2)c1
1000	mol60	-12.34	Cc1ccc(NC(=O)c2cccc(-c3cccnc3)c2)cc1C(=O)c1ccc(F)cc1
1000	mol168	-12.05	Cc1ccc(OCc2cccc(-c3cccnc3)c2)cc1NC(=O)c1ccccc1C(=O)O
1000	mol185	-12.4	COc1ccc(-c2ccc(N(C)c3cncc(C(=O)Nc4cccc(C(=O)O)c4)n3)cc2)cc1
1000	mol268	-12.34	CN(c1ccc(C(=O)N[C@H](CC[NH+](C)C)C(=O)O)cc1)c1cccc(Nc2nccc(-c3cccnc3Nc3ccccc3)n2)c1
1000	mol8	-13.35	NC(N)c1ccc(Oc2ccc(-c3cccc(NC(=O)c4ccc(-c5cccnc5)cc4)c3)cc2F)cc1
1000	mol282	-12.39	Cc1ccccc1-c1c[nH]c(-c2cccnc2Oc2ccc(NC(=O)Nc3ccccc3)cc2C(=O)O)n1
1000	mol215	-12.08	C#CCNC(=O)c1ccc(Oc2ccc(Oc3ccc(-c4ccccc4)cc3)cc2)cc1
1000	mol398	-12.24	Cc1ccc(-c2nc(C(=O)NCCNC(=O)c3ccc(C)c(C(=O)Nc4ccccc4)c3)c[nH]2)cc1
1000	mol291	-12.14	CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3)nc3cccnc23)c1
1000	mol200	-12.22	Cc1ccc(B(O)O)cc1C(=O)NCc1nc(Nc2cccc(C(N)N)c2)sc1C(=O)O
1000	mol329	-12.83	CC(=O)Nc1cccc(-c2ccc(NC(=O)c3cc4ccccc4o3)cc2)c1
1000	mol32	-12.42	COc1cccc(-c2ccc(Oc3ccccc3C(=O)Nc3ccc(Oc4ccncc4)cc3)cc2)c1
1000	mol232	-12.63	COc1ccccc1-c1ccc(Oc2ccc(NC(=O)c3cc4ccccc4o3)cc2)cc1
1000	mol361	-12.17	COc1ccc(CC(=O)Nc2cccc(-c3nc4ccccc4[nH]3)c2)cc1
1000	mol129	-12.3	CNc1cccc(-c2ccc(NC(=O)c3cc4ccccc4o3)cc2)c1
1000	mol314	-12.59	CNc1cc(-c2cccc(C(=O)O)c2)cc(-c2ccc3cc(Oc4ccccc4)c(=O)oc3c2)c1
1000	mol206	-12.37	Cc1ccc(C(=O)Nc2ccc(S(O)(O)O)c3ccccc23)cc1C(=O)Nc1ccc(CC(=O)O)cc1
1000	mol11	-12.79	Cn1c(N2CCNC(=O)C2)nc(-c2ccc(NC(=O)c3ccc(-c4ccccc4F)cc3)cc2)cc1=O
1000	mol451	-12.9	CCNc1cc(Nc2c3ccccc3nc3ccccc23)ccc1C(=O)c1ccc(-c2nc3ccccc3[nH]2)cc1
1000	mol485	-12.34	Cc1ccc(C(=O)Nc2ccc3nc(Nc4cccc([N+](=O)[O-])c4)sc3c2)cc1C(=O)O
1000	mol290	-12.66	CC(=O)Nc1cccc(-c2cc3cc(-c4ccccc4)c(=O)ncc3o2)c1
