SMILES,SMILES_state,NLL
COc1nc(-c2cccc(-c3cccc4c3CCC4Oc3nc(OC)c(CN4CCC4(C)C(=O)O)cc3Cl)c2Cl)ccc1CNCC1CCC(=O)N1,1,23.52
COC(=O)C(=O)Nc1cn(C)c(COc2ccc(CNC(CO)C(=O)O)c(OCc3ccc(CNC(C)C(=O)O)c(OCc4ccc5ccccc5n4)c3)c2)c1C,1,45.42
Cc1ccccc1-c1c(CO)cc(CNS(=O)(=O)c2cccc(-c3ccccc3)c2C)c(F)c1C#N,1,33.42
Cc1nn(C)c(-c2c[nH]c(=N)c(-c3ccc(Cl)c(C#N)c3)n2)c1[N+](=O)[O-],1,32.88
Oc1ccc2c(c1)oc1ccccc12,1,20.99
Cc1nc(-c2cccc(-c3ccccc3)c2C)nc2c1CN(c1ncc(OCCCF)c(C)c1C)CC2,1,34.79
Cc1ccc(CNC(CO)CO)nc1,1,19.85
COc1nc(OC2CCc3c(-c4cccc(-c5ccc(CNCC6CCC(=O)N6)nc5)c4C#N)cccc32)c(C(F)(F)F)cc1CN1CCCC1C(=O)O,1,29.45
COc1ccc(C(=O)NN=Cc2ccc3ccccc3c2)c(Cl)c1CNC1CCc2cc(CN3CC(O)C3)c(OCC3CC3)cc21,1,48.5
Cc1c(OCc2ccc3c(c2)c2cnccc2n3C2CCC(O)CC2)cc2c(c1-c1ccccc1)Cc1cc3c(cc1N2)OCO3,1,64.62
Cc1cc(C)c(CNc2ccc(CNC(CO)C(=O)O)c(-c3ccccc3)c2)c(Cl)c1C#CC#CCOc1ccc(CNC(CO)C(=O)O)cc1Cl,1,45.99
NCCC(CO)NCCCNCc1cc(CNC(=O)CO)cc(-c2cn(CCCNCCCNCCCNCc3cccc4ccccc34)c(=O)[nH]2)c1,1,54.69
COc1nc(-c2cccc(-c3cc(C)cc4[nH]c(CNCCNC(C)=O)cc34)c2Cl)cnc1CN1CC2(CCC(=O)N2)C1,1,33.02
CCNCc1ccccc1-c1cccc(-c2nc3c([nH]2)c(C)cc(=O)n3C)c1Cl,1,39.28
COc1nc(-c2cccc(-c3cc4nc(C(C)O)n(CC(=N)NCCCCC(=O)O)c4cc3Cl)c2Cl)cnc1CN1CC(=O)NC(C)C1,1,52.88
Cc1c(NC(=O)c2cnc(OC(C)C)cn2)cccc1-c1cncc(NC(=O)c2cc(OCc3ccccn3)c(CNC(CO)CO)cn2)c1C,1,36.81
COc1cc(-c2cnc(CNCCN3CCN(C)CC3)c(OC)n2)ccc1CNc1cc(Cl)ccc1CO,1,28.3
COc1cccc(-c2cccc(-c3cccc(C(CCN4CCCCC4(C)C(=O)O)(CN(C)C)N4CCc5onc(CNC(C)=O)c5C4)c3)c2Cl)c1C,1,66.75
Cn1nc(C(=O)NC(C)(C)CO)cc1C(=O)N1Cc2cc(-c3cccc(C(F)(F)F)c3)c(C3CC3)cc2C1,1,44.64
CN(CC(F)F)c1ccc(C(=O)N2CCC(C)(Oc3ccc4c(c3)CCC4NC(=O)OC(C)(C)C)CC2)nc1OCC1CC1,1,44.81
CC(=O)c1cc(CO)c(COc2ccc(-c3cccc4c3-c3cccc5c3C(CO)(CCC4)C5)cc2Cl)c2cccc(CO)c12,1,56.52
COc1cc(C(=O)Nc2c(C)nn(CCc3ccccc3)c2C)nc(OC)c1CNc1cccc2cc(Cc3ccc(C(N)=O)cc3)oc12,1,53.34
CC1CC2Cc3c(C(=O)O)cccc3C2(N2CCCCC2)O1,1,30.05
CNCc1cn(C2CC(O)C(CO)N(CCCCN3CCC(c4cn(C)c5ccc(Br)cc45)C3)C2)cn1,1,41.43
CC1(C(=O)c2ccc(COc3cccc(OCc4ccc5ccccc5n4)c3)o2)CC1,1,29.96
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCC5CN(C)C5)c(OC)n4)c3Cl)c2)ccc1CN1CCOCC(O)C1,1,30.3
COc1nc(-c2cccc(-c3cccc(-c4cccc(-c5ccc(Br)s5)n4)c3Cl)c2Cl)cnc1CN1CC(O)C1,1,26.9
COc1cc(-c2nc3cc(-c4cccc(CNCCNC(C)=O)c4)ccc3n2C2CCCC2)cc(OC)c1OC,1,27.83
COc1ccc(-c2nc3ccc4c(c3c(C(=O)O)c2OC)CCC4)cc1OC,1,26.58
OCC1OC(Nc2cccc(-c3ccc4oc(C5=NCCN5)nc4c3F)c2)C(O)C(O)C1O,1,38.51
CCCc1nn(C)c2c(=O)[nH]c(-c3cccc(-c4cccc(-c5cnc(CN6CC(O)C(CO)C6)c(OC)n5)c4Cl)c3Cl)nc12,1,23.56
CCC(=O)Nc1ccc(N=c2[nH]cnn3c(-c4cnc(CN5CC(C)(O)C5)c(C)n4)ccc23)cc1,1,41.67
COC(=O)c1c(OC)cc(-c2ccccc2)c(Br)c1OCCBr,1,22.58
COc1ccc(-c2cnccc2-c2ccccc2)cc1,1,21.67
COc1ccc(CN2CCC(C(=O)Nc3cccc(-c4cccc(-c5nc6cc(C(F)(F)F)ccc6[nH]5)c4)c3)C2)cc1,1,26.71
COc1nc(OCC2(F)CCN(C(=O)OC(C)(C)C)CC2)c(C(F)(F)F)c(Cl)c1CNC(=O)C1CNC(=O)N1C,1,31.84
COc1ccc2c(c1OC)C13CCN(C)C(C2)C12C=CC3(OCCNCCNC1CCCC1)C1(CCc3cc4cccc(Br)c4cc31)C2,1,68.04
COC(=O)c1cc(COc2cccc(-c3cccc(-c4cncc5ccc(=NC(O)C=O)[nH]c45)c3C)c2C)cc(C(=O)O)c1,1,50.43
c1cn(-c2nccc(-c3ccc4c(c3)OCO4)n2)cn1,1,20.18
CN(Cc1ccccn1)Cc1nc(CC2CC2)no1,1,22.66
O=C1CCCN1c1nc(Cl)c(-c2ccc3c(c2)sc2ccccc23)c(NC2CNC2)n1,1,31.83
COc1nc(-c2cccc(-c3ccc(Oc4cscc4CN4CCC(NCCNC(C)=O)CC4)cc3)c2Cl)cnc1CN1CCOCC1C(=O)O,1,48.81
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC5CC(O)C5)c(OC)n4)c3Cl)c2Cl)ccc1CN1CCCN(C2CCSCC2)C1,1,30.35
COc1ccccc1NC(=O)Cn1ccn(-c2cccc(C)c2F)c(=O)c1=O,1,31.11
Cc1c2c(cc3nc(-c4cccc(Cc5ccccc5)c4Cl)oc13)CC(C(=O)O)=CO2,1,41.63
CCOC(=O)c1sc(NC)c(C#N)c1C,1,19.89
CONC(=O)c1cc2c[nH]c(=Nc3ccc(C(=O)N4CC5CCC(C4)N5)cn3)nc2n(C2CCC(C)(C)CC2)c1=O,1,37.25
COCCOC1CCC(Nc2cccc(-c3cccc4[nH]c(-c5cccc(COC)c5)cc34)c2C)CC1,1,33.69
Cc1cncc(C2CC2COc2nc(C)ncc2-c2ccc3c(c2)OCCO3)c1,1,24.02
N#Cc1cccc(COc2cc(Oc3cc(OC4CCC(=O)CC4)c(Cl)cc3C(=O)Nc3ccc(C(=N)N)cc3)ccc2C(=O)Nc2ccccc2C(=O)O)c1,1,43.0
CCCCCNCC1CCC(CNCc2ccc(-c3cccc(-c4ccc5nc(OC)ncc5n4)c3)nc2OC)C1,1,42.1
COc1nc(-c2nccc(-c3ccccc3)c2Cl)cnc1CN1CCOCC1,1,19.99
CNCC1=C(N2C(=O)c3ccccc3C2=O)Cc2ccc(C#N)cc21,1,34.54
COCCNCc1ccc(Cc2nccs2)c(F)c1NC(=O)c1ncc(CNC(=O)C2CSCN2)c(OC)n1,1,48.29
N#Cc1cc(COc2cc(OCc3ccc(OCc4cccc(-c5ccccc5)c4)c(OCc4ccc(OC(F)(F)F)c(Cl)c4)c3)c(N)cc2CNC(CO)C(=O)O)ccn1,1,39.67
CCOC1CN(Cc2cncc(-c3ccc4nc(-c5cc(OC)c(OC)cc5OC)c(NC5CCCCC5)n4c3)n2)C1,1,40.65
