SMILES,SMILES_state,NLL
O=C(NNC(=O)c1nc(Cl)ccc1Cl)Nc1ccc(Cl)cc1,1,22.8
COc1cc(CC2CC2c2cccc(OC(CO)C(C)C)c2)ccc1OCCNC1CCCCC1O,1,45.25
CC(N)C(=O)NCc1ccc(CCNCc2cc(-c3ccccc3F)ccc2O)cc1,1,37.19
O=C(Cc1sc(=Nc2ccccc2)n(Cc2ccco2)c1O)Nc1ccc(Br)cc1,1,24.95
Cc1ccc(-c2ccc(C(=O)NCC3(C(=O)O)CCCC3)nc2)c(CNc2cc(Cl)c(-c3ccccc3S(N)(=O)=O)cc2F)c1,1,40.06
OCCNCc1ccc(Cc2ccc(Cl)cc2)cc1CC1CCCN1,1,31.8
COc1cc(COc2c(F)c(-c3ncc(=NC(=O)c4ccc(CN(C)CCN(C)C)cc4)[nH]c3C)c(F)c(OC)c2Cl)ccc1CNCC(C)F,1,48.24
CCC(OC(=O)Nc1cccc(-c2ccccc2)c1)C(NC)c1ccc(OCc2nc(C)c(C)o2)c(OC)c1,1,45.58
COc1cc2c(cc1OC)C(CCn1c(CO)cnc1-c1ccc(O)cc1)NCC2,1,33.43
CN1C(=O)N(Cc2cc(NC(=O)c3ccc(Cl)cc3)cc(CN3CCCC3)c2O)C(=O)C1(C)C,1,29.53
COc1ccc(C(OCC(C)(C)C)C2CCC(Nc3ccc4c(=O)n(CC(=O)Nc5ccc(OC(F)(F)F)cc5)cnc4c3)CC2)cc1,1,51.44
CCCN1CC(C(=O)Nc2cccc(C(=O)NCC(=O)NCc3ccccc3OC)c2)c2ccccc2C1=O,1,43.5
CN(C)CCN(C)c1nc(=NCc2ccc(NC(=O)c3ccc(F)cc3)cc2)c2ccccc2[nH]1,1,25.85
O=C(O)c1ccccc1Nc1c(Cl)cccc1[N+](=O)[O-],1,23.02
CCOC(=O)C1CCN(CC(=O)Nc2ccc(Cl)c(-c3nc4ccccc4s3)c2)CC1,1,28.97
O=C(COc1ccc(C2SCCS2)cc1)NCCc1ccccc1Cl,1,26.46
NC1C(CO)OC(n2cnc3c(=O)[nH]c(Br)nc32)C1O,1,26.57
CCCCCCCOCCCCc1sc(=O)n(CCCCC)c1O,1,33.93
O=C(Cc1c(F)cccc1Cl)Nc1cc(S(=O)(=O)N2CCOCC2)ccc1N1CCOCC1,1,21.49
CCOc1cc[nH]c(=O)c1NCc1ccc(C)c(-c2cccc(CNCC3CCC(CNS(C)(=O)=O)CC3)c2)c1,1,40.4
Cc1nc(-c2cccc(-c3ccc(C(=O)NCCN4CCC(O)CC4)c(Cl)c3)c2)oc1CN,1,29.92
COc1cc(-c2cc(=NC(=O)c3cccc(NS(C)(=O)=O)c3F)n(C)[nH]2)ccc1-n1cnc(C)c1,1,34.18
Cc1ccc(C2CCN(Cc3ccc4c(n3)CCN(C(=O)Nc3ccc(-c5ccccc5)cc3)C4)C2)cn1,1,32.9
O=C(O)COc1cc(CNCCc2ccc(-c3ccccc3)cc2)cc(Cc2ccccc2)c1,1,33.04
Cc1ccc(Nc2c(-c3cccc4ccccc34)nc3cc(C)c(Br)c(C)n23)cc1Cl,1,28.57
Cc1ccc(C(=O)NCc2ccco2)cc1S(=O)(=O)N1CCOCC1,1,21.1
Cc1c(CC(=O)NC(C)Cn2cncn2)ccc(-c2ccccc2)c1Cl,1,27.19
COc1ccc(C(Cn2cncn2)OCC(COCc2ccc(OC)c(OC)c2)Oc2ccc(CCC(OC(C)=O)C(COc3ccccc3OC)OC(=O)c3ccncc3)cc2OC)cc1,1,60.36
Cn1cccc1CNCc1ccc(-c2ccc(-c3nc4ccccc4[nH]3)cc2)cc1CNC1CCN(Cc2ccccc2)C1,1,38.85
CN=c1[nH]c(C(C)(C)O)cnc1-c1ccccc1,1,31.97
Cc1nc(C)c(CC(=O)NCc2cc(Cl)c3c(c2)CCN3S(=O)(=O)CC2CC2)s1,1,36.0
O=C(CSc1n[nH]c(=Nc2ccccc2F)s1)N1CCOCC1,1,24.61
COCCCNC(=O)NCc1sc(C)cc1F,1,30.05
Cc1cccc(COc2cccc(NCCO)c2CNC(C)(C)C)c1,1,31.81
COc1nc(=Nc2cc(C)[n+]([O-])c(CO)c2Cn2cc(F)c(=O)[nH]c2=O)cc(OCCNC(C)=O)[nH]1,1,54.07
CCOc1nc(C)ccc1-c1ccc(C)c(CNC2CCC(O)CC2)n1,1,30.68
COc1ccc(C(=O)C2C=C(C)CC(O)C2O)cc1CC=C(O)CCC=C(C)C,1,41.96
Cc1ccccc1NC(=O)C(=O)Nc1ccc(C(=O)O)cc1O,1,28.83
CC1(C)C=C(C(=O)NCCCNCc2ccc(F)cc2)C(C)(C)N1,1,18.21
COc1ccc(CC(CS)NC(=O)c2ccnc3c2C(=O)NCC(O)N3)cc1OC,1,43.83
Cc1c(COc2ccc(-c3nn(C)c(CNC4CCC(=O)O4)c3C)c(-c3ccccc3)c2)cccc1OCC(=O)O,1,48.2
CC1CCC(C(C)C)C(OCC(=O)NCc2ccc(NC(=O)NCc3ccc(N(C)Cc4cccc5ccccc45)cc3)cc2)C1,1,37.84
CC(C)Oc1ccc(-c2nnc(-c3cccc(CCC(=O)O)c3Cl)s2)cc1C#N,1,25.18
O=[N+]([O-])c1ccc(CNCCN2CCN(c3cc(CN(CCO)CCO)c(O)c4ncccc34)CC2)cc1,1,36.68
Cc1c(-c2cccc(CN3CCCCC3CC(=O)O)c2)cccc1-c1nnc(-c2c(F)ccc(CNCCNC(=O)OCc3ccccc3)c2Cl)o1,1,49.52
O=CNc1cccc(Oc2cccc(-c3cc(=O)c4ccccc4o3)c2)c1,1,27.53
CS(=O)(=O)NC(=O)c1cc(Cl)c(OCC2CC2(F)F)cc1F,1,20.39
O=C1CCC(CCc2ccccc2)N1Cc1cccc(-c2ccccc2)c1,1,21.63
COC(=O)CN1C(=S)NC(C)(C)CC1C,1,19.11
Cc1cccc(-c2ccc3n[nH]c(C)c3c2)c1COc1cc(-c2ccc(C(=O)N3CC(O)CC34CCNC4=O)cc2)sc1C(N)=O,1,59.46
OC1Cc2ccccc2C1N=c1[nH]cnc2[nH]c(-c3ccco3)nc12,1,27.22
CCC1COCCN1c1nc(-c2ccc(OC)c(OC)c2OC)nc2c1C(O)NCC2,1,29.65
CCc1c[nH]c(C)nc1=NCC1CCCC(c2cccc(Br)c2)O1,1,33.3
NC1CC(CO)N(CCc2cccnc2)C1,1,24.54
COc1c(Br)cc(Cl)cc1C(=O)NC(=S)Nc1ccc(C)cc1O,1,29.59
CCCCNCc1cc(-c2ccc(C3CC3)nc2OCC2CCOCC2)ccc1S(=O)(=O)NC(C)(C)CNCC1CC1,1,59.19
Cn1c(=O)[nH]c(=O)c2c(Cc3ccc(O)cc3)nc(N3CCC4(CC3)OC(=O)c3ccccc34)nc21,1,38.95
COc1ccc(CCCCNCCOc2cccc3cccnc23)c(OC)c1OC,1,28.82
Cc1cc(NC(=O)c2cccs2)ccc1OCc1cc(=O)n2c(C)csc2n1,1,29.55
OCCN(CCC(c1ccccc1)c1ccccc1)Cc1ccc(CN2CCCCC2)n1Cc1ccc(-c2cccc(Cl)c2)cc1,1,40.43
COc1cccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)c1,1,20.19
Clc1cccc(C2CNCc3ccccc3O2)c1,1,22.14
O=c1ccc(C(O)N2CCOC(Cc3scc(-c4ccc[nH]c4=O)c3COCc3c(Cl)ccc(F)c3Cl)C2)c[nH]1,1,53.67
Cc1cccc(C)c1NC(=O)C1OC(c2ccc(Cl)c(O)c2)CN1C(=O)Cc1ccc(-c2ccccc2)cc1,1,39.91
COc1ccc(CN=c2nc(-c3cccs3)[nH]c3ccccc23)cc1OC,1,24.0
CN(C)c1ncnc2c1nnn2Cc1ccc2c(c1)OCO2,1,23.5
CCOC(=O)C1C(c2ccc(Cl)nc2)N=C(C)C(C(=O)OCCCN2C(=O)c3ccccc3S2(=O)=O)C1c1ccccc1Cl,1,39.39
CC(=O)Nc1ccc(NC(=O)Nc2ccc(N=C=Nc3c(C(C)C)cccc3C(C)C)cc2)cc1,1,39.14
COc1ccccc1N=c1[nH]c2c(s1)CCc1ncn(-c3ccc(C4CNCCO4)cc3)c1-2,1,36.78
COc1cccc(CN2CCCC(N(C)Cc3cnn(-c4ccc(C)cc4)c3C)C2)c1C,1,32.73
O=C(COC(=O)c1ccc(CSc2ccccc2)cc1)Nc1cc(C(F)(F)F)ccc1N1CCOCC1,1,29.61
CCc1c(-c2ccccc2)oc2cc(OCC(O)CNCc3ccccc3)ccc2c1=O,1,29.85
COc1ccc(CN=c2cc(Oc3c(C)cc(C#N)cc3C)c(C#N)c[nH]2)c(OC)n1,1,29.1
COc1ccc(CCc2ccc(C=CC(=O)O)cc2S(=O)(=O)c2ccccc2)cc1OCc1ccncc1,1,32.92
CC(Sc1ccc(Cl)cc1)C(=O)N1CCCC1C(=O)O,1,25.44
C=CCNCc1ccc(N=c2cc(CC(N)=O)[nH]n2-c2ccc(C)cc2)c(CN=c2cccc[nH]2)c1,1,49.48
Cc1c(COc2ccc(Cl)cc2C(=O)N2CCN(Cc3cccc(-c4cccc(-c5cnn(CCO)c5)c4)c3)CC2)cccc1-c1cccc2ncccc12,1,52.74
CCOC(=O)c1cc(-n2nc(-c3ccccc3)nc2Sc2ncnc3ccc(C)cc23)ccc1Br,1,39.87
Cc1ccc(CNC(=O)N2CCc3ccc(C)c(-c4ccc(F)cc4C)c32)c(C)c1,1,42.33
CCc1cnc(C(=O)c2cc(C)ccc2O)c(OC)c1OC,1,30.25
CC1CC(C)CC(OCC2COc3ccccc3O2)C1,1,25.04
COc1ccc(N2CCN(S(=O)(=O)c3ccc(-c4coc(C)n4)cc3)CC2)cc1,1,21.45
O=C1CCC(CNCc2cccc(-c3ccc(-c4ccccc4)cc3)c2)N1,1,18.47
CC1=NC2C(=N1)c1ccccc1C1CCCC21,1,30.0
COc1ccc(-c2noc(CNCc3cc(Cl)ccc3OCc3ccccc3)n2)cc1,1,24.65
COc1ccc(S(=O)(=O)n2c3ccccc3c3cc(O)c(-c4cncc(-c5ccc(-c6ccccc6)cc5C)c4)cc32)cc1OC,1,51.65
CCc1c(Oc2c(C)cc(CCC#N)cc2C)cc(Nc2cccc(CNCCN3CCOCC3)c2F)c(F)c1Oc1cc(C)c(O)c(CO)c1,1,47.66
O=C(O)CCN1CCC2(CC1)CCN(c1nccs1)C2,1,28.4
COc1ccc(C(=O)N=C(Nc2ccccc2)N2CCCC2)cc1-c1cncnc1,1,34.54
COCc1noc(-c2ccc(N3CCN(S(=O)(=O)c4cccc(C(F)(F)F)c4)CC3)c(Cl)c2Cl)n1,1,32.63
COc1cc(C2NCc3cc([S+](C)[O-])ccc3N2)ccc1O,1,29.65
COc1ccccc1-c1cccc(OCc2cccc(CNc3ccc(CNCC(c4cccnc4)N4CCN(C)CC4)cc3Cl)c2)c1CCCO,1,47.98
CNCc1ccc(-n2cccn2)c([N+](=O)[O-])c1C,1,30.9
Cc1c(Cc2nc3cc(-c4ccc(CCN5CCN(C)CC5)cc4)ccc3[nH]2)cccc1CN1CCOCC1,1,36.28
Cc1nn2c(n[n+]([O-])c3ccccc32)c1Br,1,23.39
Cc1c(COc2cc(F)cc(NC(=O)c3cnn(C)c3)c2)cccc1OCC(C)C,1,32.67
COc1cccc(CN2CCN(C(=O)c3ccc(-c4c(C)ccc(C(=O)NCc5ccco5)c4C)cc3C)CC2)c1,1,42.24
