SMILES,SMILES_state,NLL
CC1COCCN1c1ccnc(-c2ccnc3[nH]ccc23)n1,1,9.41
Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CNCC3CCC(=O)N3)cc2Cl)cccc1-c1cccc(-c2cccc3c2CCN(C(=O)CO)C3)n1,1,22.43
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCC5(C#N)CCC5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,1,7.44
COc1cc(OCc2cccc(-c3ccccc3)c2C)cc(OC)c1CNCc1cn(C2OC(CO)C(O)C(OC)C2O)nn1,1,7.49
CC1COCCN1c1cc(C2CCN(C(=O)CC3CC3)CC2)nc(-c2ccnc3[nH]ccc23)n1,1,8.01
Cc1c(-c2ccc3c(c2)OCCO3)cccc1C(F)(F)Oc1cc(OCc2cccc3nonc23)c(CNC(CO)(CO)CO)cc1Cl,1,7.87
Cc1c(OCCCN2CCC(O)CC2)cccc1-c1ccc2nc(-c3cccc(CNCCO)c3)oc2c1C,1,7.67
COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CC(O)C5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,1,11.45
Cc1c(COc2cc(CNCCNC(=O)OC(C)(C)C)ccc2C(C)CO)cccc1-c1ccccc1,1,35.17
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCC5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC(C)O,1,7.66
Cc1ccccc1-c1cccc(COc2ccc3c(n2)CCN(CCO)C3)c1C,1,7.71
Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CNC(CO)C(=O)O)cc2[N+](=O)[O-])cccc1-c1ccccc1,1,7.42
Cc1c(Nc2noc3c(C)cc(CN4CCCCC4C(=O)O)cc23)cccc1-c1ccccc1F,1,18.41
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCC5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)ccc1CNCCC(CO)N=[SH](C)(C)O,1,23.34
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCC5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CS(=O)(=O)C1,1,7.41
COc1nc(-c2cccc(-c3cccc(N4CCOCC4C)c3)c2Cl)ccc1CNCCNC(C)=O,1,16.48
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC5CCN(C)CC5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,1,12.29
COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CCNC(=O)C5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,1,8.01
Cc1c(COc2cccnc2CNCCNS(C)(=O)=O)cccc1-c1ccccc1,1,14.19
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCC5CC(C)(C)C(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,1,7.43
CCN1CCCN(c2cc(N3CCOCC3C)nc(-c3cc(Cl)nc4[nH]ccc34)n2)S1(=O)=O,1,7.41
Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CNCCNC(=O)OC(C)(C)C)cc2Cl)cccc1-c1ccc2c(c1)OCCO2,1,8.56
COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CC6(CNC(=O)C6)C5)c(OC)n4)c3Br)c2F)cnc1CN1CC2(CNC(=O)C2)C1,1,7.65
COc1cc(OC2CCc3c(-c4cccc(C(=O)Nc5ccc(CNCCNC(C)=O)cc5)c4Cl)cccc32)c(Cl)cc1CN1CC(F)CC1CO,1,26.03
CCOC(=O)N1CCS(=O)(=Nc2cc(N3CCOCC3C)nc(-c3ccnc4[nH]ccc34)n2)CC1,1,7.47
COc1nc(-c2ccc(F)cc2)cnc1CN1CCC(C(N)=O)C1,1,14.32
COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CC6(CNC(=O)C6)C5)c(OC)n4)c3Cl)c2Cl)ccc1CN1CC2(CNC(=O)C2)C1,1,7.57
COC(=O)CNCc1cnc(C(=O)Nc2cccc(C(=O)OC)c2)cc1OC,1,20.74
O=[N+]([O-])c1ccccc1C1=NCCN1,1,17.83
OCCN1CCc2nc(OCc3cccc(-c4ccccc4F)c3F)ccc2C1,1,7.51
Cc1c(C=Cc2ncccc2-c2ccnc3[nH]ccc23)ccc2oc(CNCC(C)(C)O)cc12,1,29.22
CC(=O)NCCNCc1cnc2c(N3CCc4c(-c5ccccc5)cccc43)nccc2c1,1,7.57
CC(NCc1cc(Cl)c(OCc2cccc(-c3ccccc3)c2Br)cc1OCc1cccc(C#N)c1)C(=O)O,1,7.68
COc1cc(Oc2ncnc3c(-c4ccccc4)noc23)c(Cl)cc1CNC(CO)C(=O)O,1,17.37
COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CCCC(F)C5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,1,7.37
Cc1c(-c2ccc3cc(CNCCO)cc(C)c3n2)cccc1-c1cccc(Nc2cccc(-c3ccccc3)c2Cl)c1Cl,1,29.98
