SMILES,SMILES_state,NLL
COc1ccc(CNS(=O)(=O)N=c2[nH]c3ncnn3cc(C(N)=O)c2=Nc2ccc3c(c2)nnn3C)cc1OCCO,1,45.84
COc1nc(-c2cccc(-c3ccccc3)c2C)ncc1CNC(=O)C1CSCN1c1nc(OC)c(CNCCN(C)C)nc1Cl,1,35.95
COc1ccc2cnc(-c3cccc(-c4cnc(CN5CC(OC)C5)c(OC)n4)c3F)nc2c1,1,28.29
COc1cc(-c2cccc3c2CCC3Oc2nc(OC)c(CN3CC(C(=O)O)C3)cc2Cl)cc(OC)c1CN1CC(=O)NCC1=O,1,28.0
CC(=O)NCC1CCC(c2nc(COc3cc(OCc4cccc(C#N)c4)c(CNCCO)cc3Cl)cc(-c3ccccc3)c2C#N)CC1,1,26.53
CNC(=O)C1CCCCN1Cc1ccc(-c2ccccc2)cc1,1,16.17
COc1cc2c(cc1CNCC(=O)O)C(=O)N(c1cccc(-c3ccccc3)c1C)C2=O,1,14.81
O=C1CCC(Cc2cncc(-c3ccc(-c4cnc(CN5CCCC(O)C5)s4)c(Cl)c3)n2)N1,1,32.75
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCC5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)ccc1C1=NCCN1,1,12.1
COc1nc(-c2cccc(-c3cccc(-c4cc(F)c(CNCC5CCC(=O)N5)c(Cl)c4C(F)(F)F)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,1,23.22
COc1nc(-c2cccc(-c3cnc(CN4CC5(C4)CN(C(C)=O)C5)c(OC)n3)c2Cl)ccc1CNCC1CCC(=O)N1,1,15.6
COc1cc(N2CCCC2CO)nc(-c2cccc(-c3cccc(-c4ccc(CNCC5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)n1,1,20.96
CC1(O)CCc2c(-c3cccc(-c4ccc5[nH]c(=O)c(CNC(CO)CO)cc5c4)c3Cl)cccc21,1,34.96
CN(C)c1nc(-c2cccc(-c3cccc(-c4cnc(CNCC5(CO)CCC5)cn4)c3Cl)c2Cl)cnc1CN1CCCC(O)C1,1,27.71
COc1cc(CNC(C)C(=O)O)c(OC)nc1CNC(C)C(=O)O,1,22.97
COc1cc(Cl)c(N=S2(=O)CCN(c3ccccc3)C2=O)cc1OCC1(C)NC(=O)NC1=O,1,32.84
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC5(CO)CC5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCCC1O,1,19.21
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCC5CCC(=O)N5)c(OC)n4)c3Cl)c2F)cnc1CNCC1CCC(=O)N1,1,15.73
COc1cncc(CNCc2cn(C)nc2-c2cccc(-c3cccc(-c4cnc(CNCC5CCC(=O)N5)c(OC)n4)c3Cl)c2)c1,1,27.57
COc1nc(OC2CCc3c(-c4cccc(C(F)(F)F)c4)cccc32)c(Cl)cc1CNCCO,1,17.43
Cc1ccc(-n2c(N=O)c(O)[nH]c2=S)cc1,1,24.54
Cc1nc(Cc2c(O)[nH]c3cc(-c4ccccc4)ccc23)nc(C)c1CN,1,27.92
COc1nc(-c2cccc(-c3cccc(-c4nnc(CN5CCC(F)(F)C5)c(OC)n4)c3Cl)c2Cl)ccc1CNC1CC(C)(O)C1,1,22.54
COc1nc(-c2cccc(-c3cccc4c3CCC4Oc3nc(OC)c(CNC(=O)C(=O)O)cc3C)c2C)ccc1CNCC1CCC(=O)N1,1,24.41
COc1cc(OCc2cnc(CNC3CCc4c(-c5cccc(-c6cc(OC)c(CN7CC8(COC8)C7)c(OC)n6)c5F)cccc43)nn2)ccc1CNCCNC(C)=O,1,39.27
COc1nc(C(F)(F)F)c(NCc2ccc(C#N)cc2)cc1COc1ccc(CNCCNC(C)=O)c(OCc2cncc(C#N)c2)c1,1,30.21
Cc1c(CN2CCC3(CC2)OCC(c2cccc4cc(C#N)ccc24)C3O)cccc1-c1ccccc1,1,24.43
CCC(c1c(C(F)(F)F)nc(CO)c(OC)c1C)C1COC(C)(C)O1,1,39.44
COc1cc2c(cc1CNC(=O)CF)C(=O)N(c1cccc(-c3ccccc3)c1C)C2=O,1,19.5
COc1nc(-c2cccc(-c3cccc(C4CC(C)(C)N(C)C4C)c3Br)c2C)ccc1CNCC1CCC(=O)N1,1,28.34
COc1nc(-c2cccc(-c3cccc(-c4cccc(N5CCN(C)CC5)n4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,1,19.71
CC(=O)NCCNCc1ccc(OCc2cncc(CN3CCCC3)c2)cc1OCc1cccc(C#N)c1,1,22.45
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCC5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCCO,1,13.08
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCC5CN(S(C)(=O)=O)C5)c(OC)n4)c3Cl)c2Cl)ccc1CNCC1CCC(=O)N1,1,19.14
COc1nc(-c2cccc(-c3cccc4c3CCC4Nc3cc(N4CCOCC4C)nc(N4CCOCC4C)n3)c2Cl)ccc1CNCC1CCC(=O)N1,1,15.89
OCC1OC(n2ccc(CNCCc3ccccc3)n2)C(O)C1O,1,25.66
COc1cc2c(cc1CN1CCNC(C)C1)C(=O)N(c1cccc(-c3cccc(OCCN4CCOCC4)c3)c1C)C2=O,1,23.97
CC(C)N1CC(C(=O)N2CCN(C3(CNCc4ccc5c(c4)OCCO5)CCc4ccccc4C3)CC2)C(c2ccc(Cl)cc2)C1,1,23.39
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCC5CCCN5C)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,1,16.07
CC(=O)NCCNc1cc([N+](=O)[O-])c(OCc2cccc(C#N)c2)cc1C(F)F,1,26.1
CCN(CC)S(=O)(=O)c1ccc2c(c1)N(COC(C)=O)C(=O)CO2,1,31.74
Cc1c(COc2cc(OCc3ccnc(C#N)c3)c(CN3CCC(C(=O)O)C3)cc2Cl)cccc1-c1cccc2ccccc12,1,19.87
Cc1cc(C)c(O)c(-c2cccc(COc3cc(OCc4ccc5nonc5c4)c(CNC(CO)C(=O)O)cc3Cl)c2Cl)c1,1,27.56
COC(=O)c1ccccc1CNC1CCc2ccc(-c3cccc(C#N)c3)cc2C1(C)c1cccc(-c2ccccc2)c1,1,33.4
CCN(CC)Cc1cccc(N(CC)Cc2cnc(C(=O)Nc3cccc(-c4cccc(NC(=O)c5ccc(CNCCO)cn5)c4C)c3C)nc2)c1,1,38.69
