SMILES,SMILES_state,NLL
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC5CCN(C(=O)CO)CC5)c(OC)n4)c3Cl)c2Cl)cnc1CN,1,20.39
CNc1c(C(C)=O)ncc(CN2CCCC3(CCN(c4cncc5ccc(OC)nc45)C3)C2)c1O,1,40.91
COc1cc(OCc2ccccc2-c2ccccc2)ccc1CN1CCC(O)C1,1,24.06
COc1nc(-c2cccc(-c3cnc(CNCC4CCC(=O)N4)c(OC)n3)c2Cl)cnc1CNCCCO,1,18.31
COc1cc(-c2cccc(-c3cccc4c3CCC4Nc3cccc(Cl)c3Cl)c2Cl)ccc1CN1CCCCC1C(=O)O,1,24.87
COc1nc(-c2cccc(-c3cccc(-c4cnc5cnc(C)nn45)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,1,22.0
COc1nc(-c2cccc(-c3cccc4c3CCC4Nc3nc(OC)c(CNCCS(N)(=O)=O)nc3C(F)(F)F)c2Cl)ccc1C(=O)NC1CC1,1,24.19
CCOC(=O)OCc1cccc(NC(=O)c2ccc(CNCc3cc(Cl)c(OCCCN4CCC(N)C4)cc3OCc3cccc(C#N)c3)c(OC)c2)c1C,1,29.67
OCCNCc1cnn2cnccc12,1,20.68
Cc1c(Nc2nccc3c(-c4cccnc4)cccc23)cccc1-c1ccccc1,1,18.55
COc1cc(CN2CCNC(=O)C2CC(C)NCc2cccnc2OC)cc(OC)c1OCc1ccccc1F,1,27.99
O=C1NC(=O)C(=Cc2ccc(OCc3cccc(-c4ccccc4)c3Br)cc2OCc2csc(-c3cccc(F)c3)n2)S1,1,20.87
N#Cc1cccc(COc2cc(OCc3cccc(-c4cccc(OCCCN5CCC(CO)CC5)c4Cl)c3Cl)cc3c2C(O)CC3)c1,1,31.52
COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CC(C)(O)C5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,1,13.89
COc1ccc(F)c2c1C1CC(=O)C(CS(=O)(=O)Nc3cc(C(F)(F)F)ccc3C)C1CO2,1,39.23
ON=C(Nc1ccc(C2CNCCO2)cc1)c1ncc(C(F)(F)F)cc1Oc1cccc(Cl)c1,1,37.63
COc1nc(OC2CCc3c(-c4cnc(CNCC5CCC(=O)N5)c(OC)n4)cccc32)c(Cl)cc1CN1CCC(C(=O)O)C1,1,17.77
COC(=O)c1cccc(-c2cccc(COc3cc(OCc4cccc(C#N)c4)c(CNC(CCCCNC(C)=O)C(=O)O)cc3Cl)c2)n1,1,27.77
COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CC6(CC(=O)N6C)C5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCCO1,1,23.8
Cc1ccccc1OCc1nnc(SCc2ccc(C(=O)O)cc2[N+](=O)[O-])n1N=Cc1ccc(OCc2cccc(C#N)c2)c(OCc2cccc(C#N)c2)c1,1,38.51
CN(C)CCNCc1ccc(Nc2cccc(OCc3cccnc3)c2Cl)c(C(=O)O)c1,1,29.31
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2cccnc2)n1,1,12.91
COc1cc2c(c(OC)c1CNC1CC(O)C1)C(=O)N(c1cccc(-c3ccc4ncsc4c3)c1C)C2=O,1,21.84
N#Cc1cccc(COc2cc(COc3cc(OCC(CO)CO)c(C(F)(F)F)cc3CNCC(O)CO)ccc2CNC(CO)C(=O)O)c1,1,32.08
COc1nc(-c2cccc(-c3cccc4c3CCC4Nc3c(Cl)cc(CNCC(=O)O)cc3Cl)c2Cl)ccc1CNCC1CCC(=O)N1,1,15.32
CC(=O)NCCNCc1cc(CNC(C)C(=O)O)c(OCc2cccc(CN3CCN(C)CC3)c2)cc1OCc1cccc(C#N)c1,1,26.08
COc1c(CNC(CO)C(=O)O)cc(-c2ccccc2)cc1NC(=O)c1cccc(CN2CC(O)CC2C(=O)O)c1,1,29.7
COc1nc(-c2cccc(-c3cccc(-c4cnc(C5CCN(CC(=O)O)CC5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,1,19.9
Fc1c(-c2ccc3c(c2)OCCO3)ccc2c1OCCO2,1,13.91
COc1nc(-c2cccc(-c3cccc4c3CCC4Oc3nc(OC)c(CCNCC(=O)O)cc3Cl)c2Cl)ccc1CNCC1CCC(=O)N1,1,19.81
COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CC(O)C5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,1,12.77
COc1nc(-c2cccc(-c3cccc(-c4ccnc5c4CC(OC)N5)c3Cl)c2Cl)cnc1CN1CCC(CO)C(=O)C1,1,25.76
Cc1c(COc2cccc(OCc3cccc(-c4ccccc4)c3Br)c2)cccc1-c1cccc2c1CCNC2,1,21.25
Cc1c(NC(=O)c2cc(C3CC3)c(CN3CCN(C)CC3)cn2)cccc1-c1cccc(NC(=O)c2cccnc2OCC(C)(F)F)c1C,1,32.09
O=c1cc(-c2ccccc2)oc2cc(OCC(O)CO)ccc12,1,20.46
OCC1OC(n2cc(Br)c3c(OCc4cccc(-c5ccccc5)c4)ccnc32)CC1O,1,29.64
COc1nc(-c2cccc(-c3cccc(-c4cnc(C5=NCC(C)N5)c(F)c4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,1,18.79
COc1nc(OC2CCc3c(-c4cccc(C(=O)Nc5ccc(CNCCO)c(C)c5)c4Cl)cccc32)c(Cl)cc1CNCC(F)(F)F,1,23.45
O=C(O)C(CO)NCc1cc(Cl)c(OCc2cccc(-c3ccccc3)c2Cl)cc1OCc1ccc2nonc2c1,1,11.45
COc1ccc(-c2cccc(-c3cccc4c3CCC4Oc3nc(OC)c(CN4CC(C(=O)O)C(C)(C)C4)cc3Cl)c2Cl)nn1,1,17.84
COc1nc(Nc2ncnc3c(-c4cccc(-c5cnc(CNCC6CCC(=O)N6)c(OC)n5)c4Cl)cccc23)ccc1CNCC1CC(O)C1,1,26.98
COc1nc(-c2cccc(-c3cccc4c3CCC4Oc3nc(OC)c(CN4CCC(C)(C)C4C(=O)O)cc3Cl)c2Cl)ccc1CNCCS(=O)(=O)O,1,21.47
COc1nc(-c2cccc(-c3ccc(Cl)c(-c4cnc(CNCCNC(C)=O)c(OC)n4)c3)c2Cl)ccc1CN1CCC(CO)(CO)C1,1,26.85
COc1cc(-c2cccc(-c3ccccc3)c2C)ccc1CNC(CO)c1nc(C2CC2)no1,1,30.84
COc1cc(C(=O)Nc2cccc(-c3cccc(NC(=O)c4nc(N5CC(O)C5)c(CNC(CO)(CO)CO)cc4OC)c3C)c2C)ncc1CNC(CO)C(N)=O,1,38.27
COC(=O)CCNCc1c(Cl)nc(NC2CCc3c(-c4cccc(-c5ccc(CNC6CC(C)(O)C6)c(OC)n5)c4Cl)cccc32)nc1OC,1,25.09
Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CNC(C)(C)C(=O)O)cc2Cl)cccc1-c1ccc2oc(CNC3CCCC3O)nc2c1,1,22.48
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC(CO)(CO)CO)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,1,11.18
CCN(CC)c1cccc(COc2cc(OCc3cccc(-c4ccccc4)c3Br)ccc2CNC(CO)C(=O)O)c1,1,22.32
