SMILES,SMILES_state,NLL
OCCNCc1c[nH]c2ccc(-c3cccc(-c4ccccc4Cl)c3Cl)cc12,1,27.71
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCC5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,1,11.28
COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CCC(CO)C5)c(OC)n4)c3Cl)c2Cl)ccc1CNCC1CCC(=O)N1,1,15.34
COc1cc(OCc2cccc(C#N)c2)c(CNCC(NC(C)=O)C(=O)O)cc1OCc1cccc(-c2ccccc2)c1C,1,20.19
CC1CC(C#N)=NC(=O)N1,1,21.08
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCC5CC(C)(C)C(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,1,8.57
COc1nc(-c2cccc(-c3ccccc3)c2C)ccc1CN(O)C=O,1,15.78
Cn1c(C(=O)Nc2cccc(-c3cccc(NC(=O)c4nc5c(n4C)CCNC5)c3C#N)c2Cl)nc2c1CCNC2,1,13.04
CCc1ccccc1COc1cc(O)c(CN)cc1CC,1,22.0
N#Cc1cccc(COc2cc(C(=O)N3CCc4cccc(-c5c(Cl)cc(CO)cc5Cl)c4C3)ccc2Cn2ncc3ccccc32)c1,1,26.38
Cc1cn(C2CC(O)C(CO)(n3cc(CNCCO)nn3)O2)c(=O)[nH]c1=O,1,19.4
c1nc(N2CCCC2C2CCNC2)c2ncc(-c3ccc4c(c3)OCCO4)nc2n1,1,27.03
Fc1cnc(N2CCc3c(-c4ccccc4)cccc32)cc1CNC1CCOCC1,1,23.26
COc1nccnc1CNCCn1cc(C)cn1,1,14.38
O=C(Nc1ccc(CNCC(O)CO)cn1)c1cccc(-c2ccnc3[nH]ccc23)c1C(F)F,1,24.84
COc1nc(-c2cccc(-c3cccc(-c4cccc(C5CCCO5)c4Cl)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,1,16.56
Cc1nn(C)c(C)c1-c1nc2c(nc(-c3cccc(-c4ccccc4)c3C)n2C)[nH]1,1,22.05
Cc1ccc(-c2ccccc2)c(C)c1S(=O)(=O)NCc1cc(C(C)(C)OCOC(=O)C(=O)O)c(C)c(OC(=O)c2cccc(CNCCO)c2)c1C,1,39.17
CC(=O)Nc1cc(C)c(Oc2ncnc(OC3CCN(C(=O)OC(C)CO)C3)c2C)cc1C,1,27.26
COc1cc(C)cc(-c2nc(CNCC3CCC(=O)N3)c(OC)nc2-c2cccc(-c3cccc(-c4ccc(CNCCO)cc4)c3C)c2C)c1,1,17.44
COc1ccc2ncnc(Oc3c(Cl)cc(CNC(C)=O)cc3Cl)c2c1,1,23.09
Cc1c(C=Cc2ccc(OCc3cccc(-c4ccccc4)c3C)cc2)cccc1-c1ccccc1,1,17.92
COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CCCC5CO)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,1,18.71
CC(C)=CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CC(O)C12C,1,25.19
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCCO)c(OC)n4)c3F)c2Cl)ccc1CNCCF,1,14.01
CCN1CCCN(c2cc(N3CCOCC3C)nc(-c3cc(Cl)nc4[nH]ccc34)n2)S1(=O)=O,1,9.39
COc1nc(-c2ccc(CO)c(C34CC5CC(CC(C5)C3)C4)c2)ccc1CNCCO,1,28.25
N#Cc1cccc(COc2cc(OC(F)(F)c3cccc(-c4ccccc4)c3Cl)c(Cl)cc2CN2CCCCC2C(=O)O)c1,1,14.34
COc1nc(-c2cccc(-c3cccc(-c4cccc(-c5cnc(CN6CCC(C(C)(C)O)C6)c(OC)n5)c4Cl)c3Cl)c2Cl)cnc1CNCC(N)=O,1,24.59
Cc1c(COc2cc(OCc3ccnc(C#N)c3)c(CN3CCCCC3C(=O)O)cc2Cl)cccc1-c1ccc2c(c1)OCCO2,1,8.96
COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CC(O)C5)c(OC)n4)c3Cl)c2Cl)cnc1CNCCc1c[nH]cn1,1,18.0
