SMILES,SMILES_state,NLL
COc1cc(C=Cc2cccc(-c3ccccc3)c2C#N)ccc1CNCCNC(C)=O,1,11.51
O=[N+]([O-])c1cc(CNCc2cccnc2)ccc1OCc1cccc(-c2ccccc2)c1Br,1,16.08
COc1cc(C(=O)Nc2ccc(NC(=O)c3nc(-c4cccc(-c5ccccc5)c4C)no3)cc2C)ncc1CNCCNC(C)=O,1,34.2
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC5CCCC5O)c(OC)n4)c3Cl)c2Cl)cnc1CNC1CCN(C(N)=O)CC1,1,23.08
CN(CCNCCO)Cc1cccc(-c2cccc(COc3cc(OCc4ccc5nonc5c4)c(CNC(CO)C(=O)O)cc3Cl)c2Cl)c1,1,28.12
COCCNCc1ccc2c(-c3cnc(CNCC4CCC(=O)N4)cn3)cc(-c3cccc4c3CCN4C(C)=O)nc2n1,1,34.02
Cc1c(-c2ccccc2)cccc1-c1ccc2c(c1)OCCO2,1,8.38
Cc1c(-n2cncn2)ccc2nc(-c3cccc(-c4ccc(F)c(CNCC5CCC(=O)N5)c4)c3)oc12,1,27.95
Cc1c(COc2ccc(CNCCC(=O)NO)c(F)c2)cccc1-c1ccccc1,1,10.5
COc1nc(OC2CCc3c(-c4cccc(-c5cccc(OCCCCCC(=O)O)c5C)c4Cl)cccc32)c(Cl)cc1CNCCC(=O)O,1,20.91
OCC(CO)(CO)NCc1cc(Cl)c(OCc2cccc(-c3ccccc3)c2Br)cc1OCc1cccc2cccnc12,1,14.48
NC(=O)C1CCN1Cc1cn(C2OCC(O)C(O)C2O)nn1,1,21.1
COc1nc(-c2cccc(-c3cccc(-c4cnc5c(Cl)c[nH]n5c4=O)c3Cl)c2Cl)cnc1CN1CC2(C1)CN(C(C)=O)C2,1,21.6
O=C(O)C(CCO)NCc1cc(Br)c(OCc2cccc(-c3ccccc3)c2Cl)c(Cl)c1OCc1ccc2nonc2c1,1,18.81
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCC5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)ccc1CN1CCC(O)C1,1,11.24
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCC5CCC(=O)N5)c(OC)n4)c3Cl)c2F)cnc1CNCC1CCC(=O)N1,1,7.6
OCCNCc1cnc2c(c1)ncn2-c1cccc(CNCc2cncc(-c3cccc(Cl)c3)c2)c1Br,1,27.67
COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CCC6CCC(O)C65)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,1,9.07
COc1ccc(-c2cccc3c2CCN3C(=O)c2ccc(CNCCO)cn2)cc1CNCC(C)(C)CO,1,26.59
CC(=O)NCCNCc1cc(Cl)c(OCc2cccc(-c3ccc4c(c3)OCCO4)c2Cl)cc1OCc1cccc(C#N)c1,1,16.5
CS(C)(=O)=Nc1cc(N2CCCC2CO)nc(-c2ccnc3[nH]ccc23)n1,1,14.47
COc1cc(-c2cccc(-c3cccc4c3CCC4Nc3nc(OC)c(CN4CC5(C(=O)O)CCC4CC5)nc3C(F)(F)F)c2Cl)cc(F)c1CNCC1CCC(=O)N1,1,13.44
COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CC6(CCC(=O)N6)C5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CN2C(=O)CCC2(O)C1,1,26.67
