SMILES,SMILES_state,NLL
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC5CCC(C(=O)N(C)C)C5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC12CC(O)(C1)C2,1,21.97
O=C(O)C(Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc(Br)c(-c2ccccc2)c1,1,32.58
CCCCCCc1ccc(Oc2ccc(CN(C)C)cc2-c2cccc(O)c2C(=O)O)c(F)c1,1,45.34
Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CN3CCCCC3C(=O)O)cc2Cl)cccc1-c1ccccc1,1,10.19
Cc1cccc(-c2cccc(NC(=O)C3CCN(c4ccccc4F)CC3)c2C)c1,1,24.23
O=C(Nc1cccc(-c2cccc(Nc3cncc(-c4ccc5c(c4)OCO5)c3Cl)c2Cl)c1Cl)c1cc(C2CC2)c(CNCCO)cn1,1,23.59
O=C1NCc2c1ccc(CN1CCCC1C(=O)O)c2O,1,22.26
COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CCOCC5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,1,15.12
Cc1cc(-c2ccccc2)nn1CCC(=O)NC1CC1,1,26.0
COc1nc(-c2cccc(-c3cccc(-c4ccc(CNCC5CCC(=O)N5)nc4)c3Cl)c2Cl)cnc1CN1CC(CO)(CO)C1,1,16.9
O=C1CC(c2ccccc2)C(NCc2cccc(-c3ccccc3)c2Br)N1,1,24.84
COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CC6(C5)NC(=O)C(C)(C)O6)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,1,17.73
COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CC(C(N)=O)C5)c(OC)n4)c3Cl)c2Cl)cnc1CO,1,16.6
CS(=O)(=O)Nc1cc(OCc2cncc(C#N)c2)c(CNC(CO)C(=O)O)cc1C(F)(F)F,1,18.87
c1ccc(-c2nc3c([nH]2)CCNC3)cc1,1,17.48
COc1nc(OCc2cccc(-c3ccccc3)c2C)ccc1CNCc1ccc(C)nn1,1,15.5
COc1ccc(CN2CCCCC2C(=O)NC2CCOC2C)cc1OC,1,20.67
COCC(NCc1ncc(-c2cccc(-c3cccc(-c4cnc(CNC5CCC(F)C5)c(OC)n4)c3Cl)c2Cl)nc1OC)C(=O)O,1,24.41
Cc1cc(-c2cccc3c(Nc4cccc(-c5ccccc5)c4C)ccnc23)c2cc[nH]c2n1,1,21.13
CCOCc1ccc(-c2cccc(-c3cnc(CN4CCCC4C(=O)OCC)c(OC)n3)c2Cl)c(F)c1,1,24.85
N#Cc1ccc(-c2ccccc2)c(Cl)c1CN1CCN(c2cccc3c2OCCO3)CC1,1,25.05
COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CC(CO)C5)c(OC)n4)c3Cl)c2Cl)cnc1CNCCc1cncc(C#N)c1,1,21.98
C#CCNCc1ccc(OCC(=O)c2ccc(OC(F)F)c(OCC3CC3)c2)c(Cl)c1,1,28.33
Cc1c(-c2ccc(CNCCO)cc2)cccc1-c1ccc2c(c1)c(C#N)cn2C(C)C,1,18.26
CC(=O)NCCNCc1cc(Cl)c(NC(=O)COc2ccc(OCc3cccc(C#N)c3)c(CNC(CO)C(=O)O)c2)cc1OCc1cccc(C#N)c1,1,27.88
CNCc1ccc(OCc2cccc(-c3ccc4c(c3)OCCO4)c2C)c(C)c1OCC1CCCC1O,1,21.83
Cc1ccc(OCc2cc(CNC3CC(O)C(CO)C3)c(Nc3cccc(-c4ccccc4)c3C)cc2F)cc1C(N)=O,1,34.7
CN(C)CCNCc1ccc(OCc2cccc(-c3ccc4c(c3)OCCO4)c2CF)cc1OCc1cccnc1,1,13.0
COC(=O)NCc1ccc(C(=O)NCC(OC(=O)C2CCCC2)c2ccc(CN3CCC(C)(NC(C)=O)C3)cc2Br)nc1,1,48.14
COc1ccc(-c2cccc(-c3ccccc3CNCC3CCC(=O)N3)c2Cl)cc1Br,1,30.68
COc1nc(-c2cccc(-c3cnc(CNCc4cnn(C)c4)c(OC)n3)c2Cl)c(Cl)cc1CN1CC(O)C(O)C1,1,23.35
Cc1c(-c2ccc(CNCC3CCC(=O)N3)nc2)cccc1-c1ccc2c(c1)OCCO2,1,13.31
Cc1ccc(C(C)C)c(NC(=O)NS(=O)(=O)c2ccc(C)c(C#N)c2)c1,1,29.35
Cc1c(CNCC2CCC(=O)N2)cccc1-c1cccc(-c2ccc(CNCc3ncc(CN4CC(O)C4)s3)nc2)c1Cl,1,24.79
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC5CC5C(F)Cl)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,1,23.15
CS(=O)(=O)N(c1cc(Cl)c(CNC(CO)C(=O)O)cc1CNCC1CCCCC1)S(C)(=O)=O,1,34.23
COc1nc(-c2cccc(-c3cccc(-n4cccnc4=O)c3Cl)c2Cl)cnc1CNCc1ccncc1,1,23.17
COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CC(OC)C5)c(OC)n4)c3Cl)c2Cl)cnc1CN1CCC(CO)C1,1,17.89
COc1ccc(-c2cccc(C=Cc3ccc(OC)c(CNCCNC(C)=O)c3)c2C)cc1,1,16.19
Cc1cc(Cc2sc(=N)[nH]c2O)cc([N+](=O)[O-])c1OCC(O)CNCCO,1,26.05
COc1nc(-c2cccc(-c3cccc(-c4cnn(C5CCC5)c4C)c3Cl)c2Cl)cnc1CN1C(C)CCC1C,1,23.27
Cc1c(-c2ccccc2)ccc2c1N(C(=O)c1ccc(CNCCO)cc1)CCC2,1,19.85
Cc1c(-c2ccccc2)cccc1-c1cc2nc(CN3CCC(C)(O)C3)cc(C)c2o1,1,22.44
Clc1c(-c2ccc3[nH]ccc3c2)cncc1-c1ccnc2c(C3CCC3)cnn12,1,35.63
Cc1c(COc2cc(OCC3CC3)c(CNC(C(=O)O)C(C)O)cc2Cl)cccc1-c1ccccc1,1,12.95
Cc1c(COc2ccc(CN3CCCCC3C(=O)O)cc2)cccc1-c1ccccc1,1,12.56
COc1ccc(S(=O)(=O)NC2CCc3c(-c4ccc5c(c4)OCCO5)cccc32)cc1-c1cccc(CN2CCCCC2C(=O)O)c1,1,27.76
O=C1C(CO)C2(O)CCCN12,1,21.77
N#Cc1cncc(COc2cccc(Oc3ccc(OCc4cccc(C#N)c4)c(CNC(CO)C(=O)O)c3)c2)c1,1,20.75
Cc1c(COc2ccc(CNCCO)c(OCc3cccc(C#N)c3)c2)cccc1-c1ccc2c(c1)OCO2,1,12.61
