SMILES,SMILES_state,NLL
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2cc(N)nc(C(N)=O)c2)n1,1,7.86
COc1nc(-c2cccc(-c3cccc(-c4ccc(CNCC5CCC(=O)N5)c(C#N)c4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,1,11.24
COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CCNC(C6CC6)C5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,1,12.49
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCC5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCCc1ccncc1,1,10.94
COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CC(F)(CO)C5)c(OC)n4)c3Cl)c2Cl)cnc1CN1CC(F)(CO)C1,1,7.93
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCC5CCC(=O)N5)c(OC)n4)c3Cl)c2)cnc1CN1CCC(C(=O)O)CC1,1,20.28
COCC1CCCN1S(=O)(=O)c1cc(C=Cc2cccc(-c3ccc4c(c3F)OCCO4)c2C)cnc1OC,1,27.91
CC(=O)Nc1cccc(SCc2cc(CN3CC(O)CC3=O)ccc2OCc2cncc(C#N)c2)c1,1,22.7
COc1cc(OCc2cccc(-c3ccccc3)c2C)ccc1CNCCNC(C)=O,1,10.35
CC1COCCN1c1cc(C2CCCS2(=O)=O)nc(-c2cc(Cl)nc3[nH]ccc23)n1,1,7.7
COc1nc(OCc2cccc(-c3ccccc3)c2C)ccc1CNCc1cn(C2OC(CO)C(O)C(OC)C2O)nn1,1,7.55
CC(=O)NCCNCc1cc(Cl)c(Oc2ncnc3c(-c4ccc5c(c4)OCCO5)cccc23)cc1OCc1cncc(C#N)c1,1,8.13
COc1cc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CN1CCN(S(C)(=O)=O)CC1,1,7.18
Cc1c(-c2ccccc2)cccc1-c1cn2cc(CN3CCCCC3C(=O)O)cc(C)c2n1,1,10.64
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC5CCOCC5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,1,7.59
COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CCC(CO)C(O)C5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,1,7.53
Cc1cc(CNC(CO)C(=O)O)c(OCc2cccc(C#N)c2)cc1OCc1cccc(-c2ccc3c(c2)OCCO3)c1C,1,8.2
COc1nc(-c2cccc(-c3cccc(-c4nc(OC)c(CNCC5CCC(=O)N5)n4C)c3C)c2Cl)cnc1CN1CCC(F)(F)CC1,1,18.57
Cc1c(OCc2nnc(SCc3cccc(CN4CCOCC4)c3)o2)cccc1-c1ccccc1,1,8.68
O=C(O)C1CN(Cc2ccc3c(Nc4cccc(-c5ccc6c(c5)OCCO6)c4Cl)nsc3c2)C1,1,12.26
COc1nc(-c2cccc(-c3cc(F)cc(-c4cnc(CNCC5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,1,8.12
COc1cc(OC(=O)c2cccc(-c3ccccc3)c2C)ccc1CNCCO,1,7.26
COc1cc(C(=O)Nc2cccc(-c3cccc(NC(=O)c4cc(OC)c(CN5CCOCC5)cn4)c3C)c2C)ncc1CN1CCOCC1,1,7.81
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC5COCCC5O)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,1,7.55
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCC5CC5CC#N)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCC(=O)N1,1,7.61
COc1nc(OCc2cccc(-c3ccccc3)c2C)ccc1CNCc1cn(C2OC(CO)C(O)C(O)C2O)nn1,1,7.68
Cc1c(COc2ccc(CNCCCO)cc2Cl)cccc1-c1cccc2c(Nc3ccc(CNCCCO)cc3Cl)nsc12,1,7.79
